Job Number,Borough Name,Count Permits,First Permit Date,Current Date,Age,Permit Expiration Date,Sidewalk Shed/Linear Feet,Construction Material,Current Job Status,BIN Number,Community Board,Latitude Point,Longitude Point,House Number,Street Name,Borough Digit,Block,Lot,Applicant Business Name,ProCert,Source,activity,Commercial
B01006033-I1,BROOKLYN,,2024-02-20,2024-02-25,4,2024-11-02,24.0,,Permit Entire,3393456,306,40.66554,-73.98453,372,12 STREET,3,1030,7507,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B01006217-I1,BROOKLYN,,2024-02-16,2024-02-25,8,2024-11-19,46.0,,Permit Entire,3116904,317,40.65122,-73.9538,156,MARTENSE STREET,3,5090,34,PR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B01006234-I1,BROOKLYN,,2024-02-16,2024-02-25,8,2024-11-19,58.0,,Permit Entire,3116905,317,40.65122,-73.95372,158,MARTENSE STREET,3,5090,35,PR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B01006339-I1,BROOKLYN,,2024-02-20,2024-02-25,4,2024-10-06,50.0,,Permit Entire,3336293,312,40.63972,-73.99908,4802,10 AVENUE,3,5631,38,RIGID STRUCTURAL DESIGN  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B01006605-I1,BROOKLYN,,2024-02-22,2024-02-25,2,2024-10-14,234.0,,Permit Entire,3399146,308,40.67165,-73.94303,1055,ST JOHNS PLACE,3,1250,40,AG ENGINEERING PLLC,0,DOB NOW,Local Law 11,Other Zoning Districts
B01006748-I1,BROOKLYN,,2024-02-20,2024-02-25,4,2024-10-05,30.0,,Permit Entire,3327719,309,40.65663,-73.94414,444,WINTHROP STREET,3,4829,1,..,1,DOB NOW,Local Law 11,Other Zoning Districts
B01006893-I1,BROOKLYN,,2024-02-21,2024-02-25,3,2024-06-30,60.0,,Permit Entire,3014678,307,40.6416,-74.01077,5402,6 AVENUE,3,824,43,GEIGER E&A GROUP CORP.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B01007085-I1,BROOKLYN,,2024-02-20,2024-02-25,4,2024-06-10,126.0,,Permit Entire,3108272,317,40.65406,-73.93966,814,ALBANY AVENUE,3,4861,17,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B01007823-I1,BROOKLYN,,2024-02-20,2024-02-25,4,2024-06-27,140.0,,Permit Entire,3128086,314,40.62982,-73.97314,144,PARKVILLE AVENUE,3,5427,24,PAUL G. JONES  P.E.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B01007824-I1,BROOKLYN,,2024-02-23,2024-02-25,1,2024-07-14,104.0,,Permit Entire,3119525,314,40.64078,-73.95789,543,EAST   21 STREET,3,5185,64,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B01007927-I1,BROOKLYN,,2024-02-20,2024-02-25,4,2025-02-20,175.0,,Permit Entire,3154995,310,40.61959,-74.03782,28,MARINE AVENUE,3,6100,28,LAWSON CHRISTIAN,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B01007959-I1,BROOKLYN,,2024-02-20,2024-02-25,4,2025-02-20,70.0,,Permit Entire,3073572,304,40.70102,-73.92264,336,KNICKERBOCKER AVENUE,3,3235,34,LAWSON CHRISTIAN,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B01008027-I1,BROOKLYN,,2024-02-22,2024-02-25,2,2024-11-06,253.0,,Permit Entire,3138033,312,40.63544,-73.99455,5001,NEW UTRECHT AVENUE,3,5648,15,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B01008075-I1,BROOKLYN,,2024-02-21,2024-02-25,3,2025-02-21,150.0,,Permit Entire,3185382,311,40.59798,-73.98672,2501,86 STREET,3,6860,1,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B01008714-I1,BROOKLYN,,2024-02-22,2024-02-25,2,2024-06-27,147.0,,Permit Entire,3062025,301,40.71976,-73.9618,127,KENT AVENUE,3,2325,1,PAUL G. JONES  P.E.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B01008913-I1,BROOKLYN,,2024-02-22,2024-02-25,2,2024-12-20,75.0,,Permit Entire,3861024,314,40.63598,-73.95201,2615 FRONT,FARRAGUT ROAD,3,5226,42,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B01009145-I1,BROOKLYN,,2024-02-23,2024-02-25,1,2025-02-04,950.0,,Permit Entire,3326974,306,40.67609,-74.00789,35,DWIGHT STREET,3,533,1,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B01009437-I1,BROOKLYN,,2024-02-23,2024-02-25,1,2024-04-01,130.0,,Permit Entire,3328392,312,40.6388,-73.98276,1449,39 STREET,3,5347,58,KZ ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B01009737-I1,BROOKLYN,,2024-02-23,2024-02-25,1,2024-05-03,88.0,,Permit Entire,3108650,317,40.65197,-73.94646,885,NEW YORK AVENUE,3,4870,52,PR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B07993278-I1,BROOKLYN,,2022-09-21,2024-02-25,521,2024-03-29,650.0,,Permit Entire,3337516,306,40.67183,-73.97865,180,SEVENTH AVENUE,3,971,28,AME SERVICES INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
B07993829-I1,BROOKLYN,,2022-08-29,2024-02-25,544,2024-08-04,70.0,,Permit Entire,3429080,309,40.66227,-73.94758,408,LEFFERTS AVENUE,3,1331,5,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B07994497-I1,BROOKLYN,,2022-11-10,2024-02-25,471,2025-01-25,816.0,,Permit Entire,3098294,305,40.64664,-73.882,1400,PENNSYLVANIA AVENUE,3,4452,25,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
B07994513-I1,BROOKLYN,,2022-11-18,2024-02-25,463,2025-01-25,1604.0,,Permit Entire,3143190,310,40.62483,-74.0052,1225,69 STREET,3,5774,1,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
B07994695-I1,BROOKLYN,,2022-09-01,2024-02-25,541,2024-05-16,29.0,,Permit Entire,3019293,306,40.677,-73.97488,137,ST JOHNS PLACE,3,945,56,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B07994839-I1,BROOKLYN,,2022-08-30,2024-02-25,543,2024-04-01,235.0,,Permit Entire,3335906,302,40.68733,-73.9804,360,LIVINGSTON STREET,3,167,16,KZ ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B07995967-I1,BROOKLYN,,2022-08-31,2024-02-25,542,2024-05-31,60.0,,Permit Entire,3859802,306,40.67108,-73.98959,217,9 STREET,3,1003,51,J BUILDING CONSULTING,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B07995975-I1,BROOKLYN,,2022-08-31,2024-02-25,542,2024-08-09,289.0,,Permit Entire,3211212,315,40.61482,-73.94588,2828,KINGS HIGHWAY,3,7689,56,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B07996296-I1,BROOKLYN,,2022-09-15,2024-02-25,527,2024-05-26,248.0,,Permit Entire,3173207,311,40.6123,-73.98266,6701,BAY PARKWAY,3,6576,10,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B07996726-I1,BROOKLYN,,2022-10-25,2024-02-25,487,2024-05-12,40.0,,Permit Entire,3000011,302,40.70398,-73.9862,167,PLYMOUTH STREET,3,20,1,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B07996914-I1,BROOKLYN,,2022-10-01,2024-02-25,511,2024-03-31,354.0,,Permit Entire,3391840,302,40.68969,-73.97998,80,DEKALB AVENUE,3,2094,10,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
B07998936-I1,BROOKLYN,,2022-09-07,2024-02-25,535,2024-05-26,228.0,,Permit Entire,3329186,315,40.60696,-73.97227,1887,MC DONALD AVENUE,3,6633,45,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B07999272-I1,BROOKLYN,,2022-09-15,2024-02-25,527,2024-06-10,70.0,,Permit Entire,3384978,315,40.61007,-73.9538,2120,OCEAN AVENUE,3,6782,7501,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B07999330-I1,BROOKLYN,,2022-12-21,2024-02-25,430,2025-01-25,950.0,,Permit Entire,3057406,303,40.68231,-73.95522,50,JEFFERSON AVENUE,3,1998,1,AME SERVICES INC.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08000130-I1,BROOKLYN,,2022-09-09,2024-02-25,533,2024-09-07,646.0,,Permit Entire,3338887,302,40.6903,-73.98093,385,FLATBUSH AVENUE EXTENSION,3,2085,7501,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
B08000344-I1,BROOKLYN,,2022-09-09,2024-02-25,533,2024-04-01,550.0,,Permit Entire,3331298,318,40.6525,-73.89508,617,EAST  108 STREET,3,8158,1,UBSL,1,DOB NOW,Local Law 11,Other Zoning Districts
B08000374-I1,BROOKLYN,,2022-09-09,2024-02-25,533,2024-04-01,465.0,,Permit Entire,3331297,318,40.6525,-73.89508,567,EAST  108 STREET,3,8158,1,UBSL,1,DOB NOW,Local Law 11,Other Zoning Districts
B08000516-I1,BROOKLYN,,2022-09-09,2024-02-25,533,2024-09-07,195.0,,Permit Entire,3397093,312,40.63092,-73.99436,1355,55 STREET,3,5677,50,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08000886-I1,BROOKLYN,,2022-09-20,2024-02-25,522,2024-09-28,258.0,,Permit Entire,3395544,302,40.70476,-73.98018,1,HUDSON AVENUE,3,6,1,BRAND ACCESS SOLUTIONS,1,DOB NOW,Local Law 11,Other Zoning Districts
B08000902-I1,BROOKLYN,,2022-09-09,2024-02-25,533,2024-05-14,397.0,,Permit Entire,3006985,306,40.67985,-73.98628,537,SACKETT STREET,3,426,1,URBAN INTEGRATIONS,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08001013-I1,BROOKLYN,,2022-10-06,2024-02-25,506,2024-05-31,73.0,,Permit Entire,3421795,302,40.68881,-73.99231,210,PACIFIC STREET,3,279,7501,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
B08001278-I1,BROOKLYN,,2022-09-12,2024-02-25,530,2024-09-11,40.0,,Permit Entire,3057214,303,40.68403,-73.95452,118,MADISON STREET,3,1990,29,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B08001662-I1,BROOKLYN,,2022-09-29,2024-02-25,513,2024-03-15,48.0,,Permit Entire,3063128,301,40.71192,-73.96013,183,SOUTH THIRD STREET,3,2419,1,NYMS CONSULTING  LLC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08001826-I1,BROOKLYN,,2022-09-14,2024-02-25,528,2024-03-29,30.0,,Permit Entire,3049141,303,40.69365,-73.94661,121,HART STREET,3,1767,50,GEIGER E&A GROUP CORP.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08002898-I1,BROOKLYN,,2022-09-17,2024-02-25,525,2024-09-12,310.0,,Permit Entire,3061917,301,40.71857,-73.95824,144,NORTH    8 STREET,3,2319,7501,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts
B08002910-I1,BROOKLYN,,2022-09-19,2024-02-25,523,2024-11-08,256.0,,Permit Entire,3427376,315,40.59744,-73.97128,345,AVENUE U,3,7104,415,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B08003388-I1,BROOKLYN,,2022-09-21,2024-02-25,521,2024-04-30,50.0,,Permit Entire,3063698,301,40.73681,-73.95707,68,COMMERCIAL STREET,3,2482,16,AP PROFESSIONAL ENGINEERING PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08003910-I1,BROOKLYN,,2022-09-19,2024-02-25,523,2024-09-15,35.0,,Permit Entire,3069031,301,40.71308,-73.94674,185,AINSLIE STREET,3,2769,32,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08004262-I1,BROOKLYN,,2022-09-21,2024-02-25,521,2024-11-19,120.0,,Permit Entire,3062001,301,40.71588,-73.95415,257,NORTH    7 STREET,3,2322,27,PR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08005264-I1,BROOKLYN,,2022-09-27,2024-02-25,515,2024-04-01,810.0,,Permit Entire,3082152,316,40.66155,-73.90817,739,ROCKAWAY AVENUE,3,3590,2,TOHFAZ UDDIN PE PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08005460-I1,BROOKLYN,,2022-09-19,2024-02-25,523,2024-07-13,84.0,,Permit Entire,3429194,303,40.68425,-73.92009,762,MACON STREET,3,1497,7,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08005470-I1,BROOKLYN,,2022-09-19,2024-02-25,523,2024-07-13,30.0,,Permit Entire,3856678,303,40.68426,-73.92,764,MACON STREET,3,1497,8,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08005684-I1,BROOKLYN,,2022-10-26,2024-02-25,486,2024-04-01,1050.0,,Permit Entire,3059051,302,40.68874,-73.97147,300,ADELPHI STREET,3,2103,4,AME SERVICES INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08005718-I1,BROOKLYN,,2022-09-21,2024-02-25,521,2024-08-04,250.0,,Permit Entire,3323958,307,40.65466,-74.00078,814,5 AVENUE,3,685,35,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08005788-I1,BROOKLYN,,2022-10-12,2024-02-25,500,2024-10-10,136.0,,Permit Entire,3063004,301,40.71222,-73.95767,242,SOUTH    1 STREET,3,2408,7503,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B08007225-I1,BROOKLYN,,2022-09-23,2024-02-25,519,2024-04-01,396.0,,Permit Entire,3429640,301,40.71147,-73.94834,597,GRAND STREET,3,2780,1,KZ ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B08008534-I1,BROOKLYN,,2022-09-29,2024-02-25,513,2024-03-31,20.0,,Permit Entire,3181126,314,40.6176,-73.95537,1818,OCEAN AVENUE,3,6748,26,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08008678-I1,BROOKLYN,,2022-12-15,2024-02-25,436,2024-03-20,725.0,,Permit Entire,3239388,318,40.61398,-73.93048,4011,FILLMORE AVENUE,3,8484,1,AME SERVICES INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08008680-I1,BROOKLYN,,2022-10-11,2024-02-25,501,2024-10-06,268.0,,Permit Entire,3325918,302,40.69903,-73.98171,237,NASSAU STREET,3,90,1,IKRA CONSULTING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B08008703-I1,BROOKLYN,,2022-12-14,2024-02-25,437,2024-02-28,850.0,,Permit Entire,3232559,318,40.63488,-73.89791,1500,EAST   92 STREET,3,8256,1,AME SERVICES INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08008762-I1,BROOKLYN,,2022-10-11,2024-02-25,501,2024-10-06,71.0,,Permit Entire,3325908,302,40.70053,-73.98168,233,SANDS STREET,3,71,1,BITOPI CONSULTANTS LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B08008990-I1,BROOKLYN,,2022-09-27,2024-02-25,515,2024-09-17,35.0,,Permit Entire,3005568,306,40.67732,-74.00028,533,CLINTON STREET,3,377,5,EMPIRE DESIGN CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08008993-I1,BROOKLYN,,2022-09-27,2024-02-25,515,2024-09-17,30.0,,Permit Entire,3005567,306,40.67727,-74.00035,535,CLINTON STREET,3,377,4,EMPIRE DESIGN CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08009019-I1,BROOKLYN,,2022-09-27,2024-02-25,515,2024-05-04,151.0,,Permit Entire,3053461,303,40.68072,-73.94388,54,MACDONOUGH STREET,3,1854,25,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08009284-I1,BROOKLYN,,2022-10-25,2024-02-25,487,2024-08-20,634.0,,Permit Entire,3242369,318,40.59582,-73.92784,2529,GERRITSEN AVENUE,3,8590,650,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08009352-I1,BROOKLYN,,2022-09-23,2024-02-25,519,2024-06-27,60.0,,Permit Entire,3022110,306,40.67035,-73.98805,249,9 STREET,3,1004,70,PAUL G. JONES  P.E.,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B08009428-I1,BROOKLYN,,2022-09-27,2024-02-25,515,2024-09-17,35.0,,Permit Entire,3005566,306,40.6772,-74.00038,537,CLINTON STREET,3,377,3,EMPIRE DESIGN CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08010159-I1,BROOKLYN,,2022-10-04,2024-02-25,508,2024-03-29,27.0,,Permit Entire,3048681,303,40.69536,-73.94473,181 A,VERNON AVENUE,3,1756,59,GEIGER E&A GROUP CORP.,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08010662-I1,BROOKLYN,,2022-10-10,2024-02-25,502,2024-09-14,92.0,,Permit Entire,3400905,304,40.68721,-73.91692,1038,JEFFERSON AVENUE,3,3387,14,MOHAMMAD AHEAD  PE,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B08011255-I1,BROOKLYN,,2023-01-18,2024-02-25,402,2025-01-17,78.0,,Permit Entire,3325906,302,40.7007,-73.98378,111,BRIDGE STREET,3,68,1,BITOPI CONSULTANTS LLC,0,DOB NOW,Local Law 11,Other Zoning Districts
B08011846-I1,BROOKLYN,,2022-10-04,2024-02-25,508,2024-07-01,27.0,,Permit Entire,3006475,306,40.68058,-73.98149,596,BALTIC STREET,3,407,25,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B08011977-I1,BROOKLYN,,2023-07-21,2024-02-25,218,2024-06-10,30.0,,Permit Entire,3051709,303,40.68513,-73.94397,367,TOMPKINS AVENUE,3,1825,2,ENTHINK ENGINEERING LLC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08011997-I1,BROOKLYN,,2022-10-06,2024-02-25,506,2024-04-01,745.0,,Permit Entire,3392969,302,40.69272,-73.98845,345,ADAMS STREET,3,140,7503,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay
B08012074-I1,BROOKLYN,,2022-09-29,2024-02-25,513,2024-09-22,94.0,,Permit Entire,3099129,309,40.66222,-73.93216,833,MAPLE STREET,3,4588,102,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08012127-I1,BROOKLYN,,2022-09-30,2024-02-25,512,2024-08-14,36.0,,Permit Entire,3004778,306,40.68193,-73.99868,430,CLINTON STREET,3,350,31,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08012145-I1,BROOKLYN,,2022-09-29,2024-02-25,513,2024-09-22,59.0,,Permit Entire,3099127,309,40.66223,-73.93204,837,MAPLE STREET,3,4588,98,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B08012457-I1,BROOKLYN,,2022-10-06,2024-02-25,506,2024-10-02,375.0,,Permit Entire,3074773,304,40.69838,-73.92072,1374,MYRTLE AVENUE,3,3277,12,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B08014059-I1,BROOKLYN,,2022-11-03,2024-02-25,478,2024-07-09,1450.0,,Permit Entire,3011002,307,40.64582,-74.0017,4305,7 AVENUE,3,732,1,AME SERVICES INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08014621-I1,BROOKLYN,,2022-10-05,2024-02-25,507,2024-04-01,800.0,,Permit Entire,3429327,302,40.68896,-73.97981,625,FULTON STREET,3,2094,1,KZ ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B08015029-I1,BROOKLYN,,2023-01-27,2024-02-25,393,2024-04-01,228.0,,Permit Entire,3428987,301,40.70051,-73.94968,322,WALLABOUT STREET,3,2265,20,TOHFAZ UDDIN PE PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08015038-I1,BROOKLYN,,2023-12-08,2024-02-25,78,2024-05-04,27.0,,Permit Entire,3002634,302,40.69162,-73.99197,66,LIVINGSTON STREET,3,268,44,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B08015048-I1,BROOKLYN,,2023-01-26,2024-02-25,394,2024-04-01,255.0,,Permit Entire,3428986,301,40.70068,-73.9494,330,WALLABOUT STREET,3,2265,18,TOHFAZ UDDIN PE PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08015172-I1,BROOKLYN,,2022-10-05,2024-02-25,507,2024-07-01,76.0,,Permit Entire,3428672,312,40.62487,-73.97758,5012,20 AVENUE,3,5462,43,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08015822-I1,BROOKLYN,,2022-10-06,2024-02-25,506,2024-04-01,625.0,,Permit Entire,3429305,301,40.70174,-73.94624,88,THROOP AVENUE,3,2269,25,TOHFAZ UDDIN PE PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B08016125-I1,BROOKLYN,,2022-10-11,2024-02-25,501,2024-08-01,457.0,,Permit Entire,3320778,315,40.59758,-73.937,2242,BRAGG STREET,3,7389,1,BITOPI CONSULTANTS LLC,1,DOB NOW,Local Law 11,Other Zoning Districts
B08016731-I1,BROOKLYN,,2022-10-19,2024-02-25,493,2024-10-16,760.0,,Permit Entire,3426287,305,40.67943,-73.87732,265,LOGAN STREET,3,4154,28,PAUL PERDEK  PROF. ENG. PLLC,0,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B08016929-I1,BROOKLYN,,2022-10-08,2024-02-25,504,2024-05-12,396.0,,Permit Entire,3427285,313,40.57548,-73.96711,40,BRIGHTON    1 ROAD,3,8680,1,URBAN INTEGRATIONS,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08018361-I1,BROOKLYN,,2022-10-12,2024-02-25,500,2025-01-27,248.0,,Permit Entire,3247957,315,40.58337,-73.95964,1008,BANNER AVENUE,3,8809,26,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B08018793-I1,BROOKLYN,,2022-10-28,2024-02-25,484,2024-03-17,16.0,,Permit Entire,3429610,307,40.66511,-73.99878,80,20 STREET,3,635,113,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08019048-I1,BROOKLYN,,2022-10-12,2024-02-25,500,2024-06-30,50.0,,Permit Entire,3426612,305,40.67637,-73.89569,149,NEW JERSEY AVENUE,3,3671,143,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B08019131-I1,BROOKLYN,,2022-10-14,2024-02-25,498,2024-09-14,35.0,,Permit Entire,3395404,301,40.71729,-73.94285,444,HUMBOLDT STREET,3,2875,7502,MOHAMMAD AHEAD  PE,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08019288-I1,BROOKLYN,,2022-10-14,2024-02-25,498,2024-04-01,265.0,,Permit Entire,3331295,318,40.6525,-73.89508,270,STANLEY AVENUE,3,8158,1,UBSL,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08019373-I1,BROOKLYN,,2023-01-06,2024-02-25,414,2024-03-20,525.0,,Permit Entire,3034181,309,40.66575,-73.94924,330,CROWN STREET,3,1297,26,AME SERVICES INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08020590-I1,BROOKLYN,,2022-10-14,2024-02-25,498,2024-04-01,381.0,,Permit Entire,3424472,302,40.68832,-73.98018,558,FULTON STREET,3,2106,7503,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08020617-I1,BROOKLYN,,2022-10-18,2024-02-25,494,2024-06-10,50.0,,Permit Entire,3205967,317,40.6339,-73.94523,3216,GLENWOOD ROAD,3,7560,45,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08020630-I1,BROOKLYN,,2022-10-19,2024-02-25,493,2024-09-30,810.0,,Permit Entire,3429422,307,40.65017,-73.97264,11,OCEAN PARKWAY,3,5322,10,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B08022153-I1,BROOKLYN,,2022-10-28,2024-02-25,484,2024-10-25,119.0,,Permit Entire,3425311,301,40.72161,-73.95884,96,WYTHE AVENUE,3,2295,21,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08022712-I1,BROOKLYN,,2022-10-18,2024-02-25,494,2024-10-20,594.0,,Permit Entire,3425060,317,40.64519,-73.95225,1020,ROGERS AVENUE,3,5137,25,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B08023205-I1,BROOKLYN,,2022-10-19,2024-02-25,493,2024-06-30,130.0,,Permit Entire,3335947,302,40.68878,-73.99113,237,PACIFIC STREET,3,278,1,ARQUITECTURA VARELA,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B08023669-I1,BROOKLYN,,2022-11-02,2024-02-25,479,2024-05-04,140.0,,Permit Entire,3063291,301,40.71123,-73.96046,185,SOUTH    4 STREET,3,2432,30,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08025065-I1,BROOKLYN,,2022-12-22,2024-02-25,429,2024-05-27,458.0,,Permit Entire,3196378,313,40.58327,-73.96376,25,BRIGHTON    4 ROAD,3,7261,201,NYMS CONSULTING  LLC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts
B08025464-I1,BROOKLYN,,2022-10-22,2024-02-25,490,2024-10-16,242.0,,Permit Entire,3425050,301,40.71281,-73.96765,346,KENT AVENUE,3,2414,27,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay
B08025723-I1,BROOKLYN,,2022-11-03,2024-02-25,478,2024-05-26,23.0,,Permit Entire,3116908,317,40.65124,-73.9535,166,MARTENSE STREET,3,5090,38,PR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts
